Generated by pymatgen.io.lammps.data.LammpsData

1999  atoms

   2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1     0  1  0.064866 28.544660 28.544660
2     0  1  0.003962  0.010902  2.854424
3     0  1  0.001106  0.001144  5.711481
4     0  1  0.000263  0.000131  8.566406
5     0  1 28.553090  0.000150 11.421541
6     0  1 28.552912  0.000259 14.276768
7     0  1 28.552704  0.000402 17.132019
8     0  1 28.552447  0.000764 19.987303
9     0  1 28.552025  0.002885 22.845816
10    0  1 28.466313 28.498214 25.784613
11    0  1  0.003962  2.854424  0.010902
12    0  1 28.531397  2.830254  2.830254
13    0  1 28.551736  2.853476  5.708307
14    0  1 28.552905  2.855114  8.565794
15    0  1 28.552995  2.855419 11.421358
16    0  1 28.552985  2.855564 14.276706
17    0  1 28.553003  2.855680 17.132038
18    0  1  0.000261  2.855859 19.987532
19    0  1  0.002718  2.856122 22.843660
20    0  1  0.000539  2.859348 25.697267
21    0  1  0.001106  5.711481  0.001144
22    0  1 28.551736  5.708307  2.853476
23    0  1 28.552141  5.707187  5.707187
24    0  1 28.552588  5.709651  8.564799
25    0  1 28.552874  5.710529 11.421024
26    0  1 28.553007  5.710815 14.276639
27    0  1 28.553119  5.710860 17.132140
28    0  1  0.000116  5.710622 19.987823
29    0  1 28.552861  5.711000 22.842895
30    0  1  0.001846  5.713844 25.695960
31    0  1  0.000263  8.566406  0.000131
32    0  1 28.552905  8.565794  2.855114
33    0  1 28.552588  8.564799  5.709651
34    0  1 28.552665  8.564824  8.564824
35    0  1 28.552842  8.565630 11.420841
36    0  1 28.552961  8.566031 14.276606
37    0  1 28.553004  8.566085 17.132173
38    0  1 28.552921  8.566129 19.987480
39    0  1 28.552901  8.566530 22.842414
40    0  1  0.000258  8.566834 25.697548
41    0  1 28.553090 11.421541  0.000150
42    0  1 28.552995 11.421358  2.855419
43    0  1 28.552874 11.421024  5.710529
44    0  1 28.552842 11.420841  8.565630
45    0  1 28.552867 11.421053 11.421053
46    0  1 28.552895 11.421394 14.276695
47    0  1 28.552879 11.421566 17.132170
48    0  1 28.552850 11.421671 19.987393
49    0  1 28.552897 11.421731 22.842578
50    0  1 28.553035 11.421674 25.697891
51    0  1 28.552912 14.276768  0.000259
52    0  1 28.552985 14.276706  2.855564
53    0  1 28.553007 14.276639  5.710815
54    0  1 28.552961 14.276606  8.566031
55    0  1 28.552895 14.276695 11.421394
56    0  1 28.552838 14.276963 14.276963
57    0  1 28.552789 14.277237 17.132449
58    0  1 28.552762 14.277274 19.987684
59    0  1 28.552781 14.277107 22.842848
60    0  1 28.552844 14.276905 25.698082
61    0  1 28.552704 17.132019  0.000402
62    0  1 28.553003 17.132038  2.855680
63    0  1 28.553119 17.132140  5.710860
64    0  1 28.553004 17.132173  8.566085
65    0  1 28.552879 17.132170 11.421566
66    0  1 28.552789 17.132449 14.277237
67    0  1 28.552664 17.133049 17.133049
68    0  1 28.552533 17.133309 19.988457
69    0  1 28.552483 17.132900 22.843387
70    0  1 28.552605 17.132332 25.698321
71    0  1 28.552447 19.987303  0.000764
72    0  1  0.000261 19.987532  2.855859
73    0  1  0.000116 19.987823  5.710622
74    0  1 28.552921 19.987480  8.566129
75    0  1 28.552850 19.987393 11.421671
76    0  1 28.552762 19.987684 14.277274
77    0  1 28.552533 19.988457 17.133309
78    0  1 28.552022 19.990015 19.990015
79    0  1 28.551504 19.989974 22.844973
80    0  1 28.552445 19.988024 25.698481
81    0  1 28.552025 22.845816  0.002885
82    0  1  0.002718 22.843660  2.856122
83    0  1 28.552861 22.842895  5.711000
84    0  1 28.552901 22.842414  8.566530
85    0  1 28.552897 22.842578 11.421731
86    0  1 28.552781 22.842848 14.277107
87    0  1 28.552483 22.843387 17.132900
88    0  1 28.551504 22.844973 19.989974
89    0  1 28.548493 22.850871 22.850871
90    0  1  0.001308 22.844490 25.696498
91    0  1 28.466313 25.784613 28.498214
92    0  1  0.000539 25.697267  2.859348
93    0  1  0.001846 25.695960  5.713844
94    0  1  0.000258 25.697548  8.566834
95    0  1 28.553035 25.697891 11.421674
96    0  1 28.552844 25.698082 14.276905
97    0  1 28.552605 25.698321 17.132332
98    0  1 28.552445 25.698481 19.988024
99    0  1  0.001308 25.696498 22.844490
100   0  1 28.507759 25.743167 25.743167
101   0  1  2.863284  0.005162  0.005162
102   0  1  2.855436 28.552174  2.855115
103   0  1  2.855024  0.000715  5.710380
104   0  1  2.855368  0.000443  8.566192
105   0  1  2.855254  0.000289 11.421555
106   0  1  2.855055  0.000257 14.276937
107   0  1  2.854641  0.000237 17.132598
108   0  1  2.853316  0.000179 19.989357
109   0  1  2.848263  0.000597 22.849543
110   0  1  2.851990  0.002885 25.698901
111   0  1  2.855436  2.855115 28.552174
