Generated by pymatgen.io.lammps.data.LammpsData

161  atoms

  2  atom types

0.000000 28.553120  xlo xhi
0.000000 28.553120  ylo yhi
0.000000 28.553120  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1     1  1  0.039198 28.553223 28.553223
2     1  1 -0.005975 -0.000341  2.848980
8     1  1 28.552422  0.000536 19.987544
9     1  1 28.551827  0.000536 22.843694
10    1  1 28.546374 28.553500 25.704552
11    1  1 -0.005975  2.848980 -0.000341
12    1  1 28.537942  2.839012  2.839012
19    1  1 -0.001012  2.855205 22.843758
20    1  1 -0.015586  2.840214 25.713392
30    1  1 -0.000447  5.710413 25.698253
71    1  1 28.552422 19.987544  0.000536
80    1  1 28.552243 19.987867 25.698683
81    1  1 28.551827 22.843694  0.000536
82    1  1 -0.001012 22.843758  2.855205
89    1  1 28.551637 22.845448 22.845448
90    1  1 -0.001556 22.844296 25.699362
91    1  1 28.546374 25.704552 28.553500
92    1  1 -0.015586 25.713392  2.840214
93    1  1 -0.000447 25.698253  5.710413
98    1  1 28.552243 25.698683 19.987867
99    1  1 -0.001556 25.699362 22.844296
100   1  1 28.536727 25.714199 25.714199
101   1  1  2.857818  0.000377  0.000377
102   1  1  2.854730 28.553247  2.855032
109   1  1  2.852564  0.000535 22.845242
110   1  1  2.854112  0.000536 25.699099
111   1  1  2.854730  2.855032 28.553247
112   1  1  2.854593  2.854596  2.854596
119   1  1  2.852687  2.855114 22.845119
120   1  1  2.854048  2.855205 25.698818
181   1  1  2.852564 22.845242  0.000535
182   1  1  2.852687 22.845119  2.855114
189   1  1  2.851273 22.846533 22.846533
190   1  1  2.852358 22.845448 25.699289
191   1  1  2.854112 25.699099  0.000536
192   1  1  2.854048 25.698818  2.855205
199   1  1  2.852358 25.699289 22.845448
200   1  1  2.853510 25.699362 25.699362
201   1  1  5.710935  0.000488  0.000488
210   1  1  5.710262  0.000536 25.698504
291   1  1  5.710262 25.698504  0.000536
300   1  1  5.709939 25.698683 25.698683
800   1  1 19.987393 25.698253 25.698253
801   1  1 22.803903 -0.000807 -0.000807
802   1  1 22.850082 28.552102  2.847724
809   1  1 22.842773 28.553247 22.843076
810   1  1 22.848826 -0.000341 25.703781
811   1  1 22.850082  2.847724 28.552102
819   1  1 22.843210  2.854596 22.843213
820   1  1 22.858794  2.839012 25.712984
881   1  1 22.842773 22.843076 28.553247
882   1  1 22.843210 22.843213  2.854596
889   1  1 22.842692 22.845119 22.845119
890   1  1 22.842601 22.843758 25.698818
891   1  1 22.848826 25.703781 -0.000341
892   1  1 22.858794 25.712984  2.839012
899   1  1 22.842601 25.698818 22.843758
900   1  1 22.857592 25.713392 25.713392
901   1  1 27.083968 27.166958 27.166958
902   1  1 25.698613 -0.000807  2.893903
908   1  1 25.697318  0.000488 19.986871
909   1  1 25.697429  0.000377 22.839988
910   1  1 25.697703 28.553223 25.658608
911   1  1 25.698613  2.893903 -0.000807
912   1  1 25.698824  2.847724  2.847724
919   1  1 25.697679  2.855032 22.843076
920   1  1 25.698147  2.848980 25.703781
971   1  1 25.697318 19.986871  0.000488
980   1  1 25.697270 19.987544 25.698504
981   1  1 25.697429 22.839988  0.000377
982   1  1 25.697679 22.843076  2.855032
989   1  1 25.697271 22.845242 22.845242
990   1  1 25.697270 22.843694 25.699099
991   1  1 25.697703 25.658608 28.553223
992   1  1 25.698147 25.703781  2.848980
998   1  1 25.697270 25.698504 19.987544
999   1  1 25.697270 25.699099 22.843694
1000  1  1 25.697426 25.704552 25.704552
1001  1  1  1.428035  1.429267  1.429267
1002  1  1  1.424618  1.427066  4.279614
1008  1  1  1.426329  1.427893 21.416171
1009  1  1  1.423693  1.427800 24.274113
1010  1  1  1.427685  1.429675 27.124003
1011  1  1  1.424618  4.279614  1.427066
1019  1  1  1.421297  4.277566 24.276509
1020  1  1  1.424474  4.280184 27.125719
1071  1  1  1.426329 21.416171  1.427893
1079  1  1  1.425731 21.416928 24.272075
1080  1  1  1.426163 21.416319 27.126351
1081  1  1  1.423693 24.274113  1.427800
1082  1  1  1.421297 24.276509  4.277566
1088  1  1  1.425731 24.272075 21.416928
1089  1  1  1.420335 24.277471 24.277471
1090  1  1  1.423454 24.274352 27.126469
1091  1  1  1.427685 27.124003  1.429675
1092  1  1  1.424474 27.125719  4.280184
1098  1  1  1.426163 27.126351 21.416319
1099  1  1  1.423454 27.126469 24.274352
1100  1  1  1.427318 27.124346 27.124346
1101  1  1  4.283482  1.428136  1.428136
1109  1  1  4.281635  1.427893 24.271477
1110  1  1  4.283162  1.428307 27.125745
1180  1  1  4.280832 21.416974 27.126261
1181  1  1  4.281635 24.271477  1.427893
1189  1  1  4.280878 24.272075 24.272075
1190  1  1  4.281487 24.271643 27.126351
1191  1  1  4.283162 27.125745  1.428307
1198  1  1  4.280832 27.126261 21.416974
1199  1  1  4.281487 27.126351 24.271643
