,isp,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,dmagx,dmagy,dmagz,dmaxx,dmaxy,dmaxz,vmaxx,vmaxy,vmaxz,dsumx,dsumy,dsumz,adsumx,adsumy,adsumz,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,dmagxfs,dmagyfs,dmagzfs,dmaxxfs,dmaxyfs,dmaxzfs,vmaxxfs,vmaxyfs,vmaxzfs,dsumxfs,dsumyfs,dsumzfs,adsumxfs,adsumyfs,adsumzfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,dmagxfi,dmagyfi,dmagzfi,dmaxxfi,dmaxyfi,dmaxzfi,vmaxxfi,vmaxyfi,vmaxzfi,dsumxfi,dsumyfi,dsumzfi,adsumxfi,adsumyfi,adsumzfi
0,0,0.089,1.000,-0.547,1.519,0.414,0.372,0.251,1.469,0.239,0.239,0.239,0.215,0.215,0.215,0.215,0.215,0.215,0.145,0.145,0.145,0.848,0.848,0.848,2.997,0.856,0.792,1.056,2.816,0.494,0.494,0.494,0.457,0.457,0.457,0.457,0.457,0.457,0.610,0.610,0.610,1.626,1.626,1.626,3.313,1.218,1.165,1.307,3.120,0.703,0.703,0.703,0.673,0.673,0.673,0.673,0.673,0.673,0.755,0.755,0.755,1.802,1.802,1.802
