,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect
0,0,0,1,86,117,3.05,0.089,1.0,-0.547,1.519,0.414,0.372,0.251,1.469,15,2.997,0.856,0.792,1.056,2.816,18,3.313,1.218,1.165,1.307,3.12,11,1
1,0,1,2,84,81,0.864,0.084,1.0,-0.55,1.482,0.414,0.374,0.52,1.421,15,2.95,0.851,0.789,0.47,2.761,17,3.276,1.215,1.163,0.99,3.09,11,1
