,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect,reason
0,0,2,3,84,81,0.788,0.084,1.0,-0.55,1.482,0.414,0.374,0.52,1.421,15,2.95,0.851,0.789,0.47,2.761,17,3.276,1.215,1.163,0.99,3.09,11,1,DupAV
1,0,6,7,84,82,0.998,0.084,1.0,-0.55,1.482,0.414,0.374,0.52,1.421,15,2.95,0.851,0.789,0.47,2.761,17,3.276,1.215,1.163,0.99,3.09,11,1,DupAV
2,0,8,9,84,73,0.645,0.084,1.0,-0.55,1.482,0.414,0.374,0.52,1.421,15,2.95,0.851,0.789,0.47,2.761,17,3.276,1.215,1.163,0.99,3.09,11,1,DupAV
3,1,1,2,86,74,0.564,0.091,1.0,-0.552,1.457,0.413,0.374,0.6,1.393,12,2.946,0.849,0.788,0.367,2.757,17,3.25,1.214,1.162,0.966,3.065,11,1,DupAV
4,1,2,3,86,93,1.49,0.091,1.0,-0.552,1.457,0.413,0.374,0.6,1.393,12,2.946,0.849,0.788,0.367,2.757,17,3.25,1.214,1.162,0.966,3.065,11,1,DupAV
5,1,0,1,86,83,0.966,0.091,1.0,-0.552,1.457,0.413,0.374,0.6,1.393,12,2.946,0.849,0.788,0.367,2.757,17,3.25,1.214,1.162,0.966,3.065,11,1,Dup
6,1,3,4,86,89,1.036,0.088,1.0,-0.549,1.517,0.414,0.372,0.211,1.465,15,3.02,0.856,0.793,1.131,2.838,18,3.32,1.218,1.165,1.343,3.128,11,1,Dup
