,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect
0,0,0,1,88,145,6.341,0.641,1.0,0.55,3.017,0.868,0.805,0.626,2.829,18,1.483,0.4,0.359,0.447,1.421,16,3.29,1.217,1.165,1.073,3.101,11,1
1,0,1,2,99,193,10.964,0.642,1.0,0.55,3.019,0.868,0.805,0.592,2.83,18,1.488,0.4,0.359,0.463,1.425,16,3.29,1.217,1.164,1.055,3.102,11,1
2,0,6,7,91,145,6.69,0.642,1.0,0.55,3.0,0.867,0.805,0.503,2.807,17,1.47,0.4,0.359,0.502,1.406,15,3.286,1.216,1.164,1.004,3.098,11,1
3,0,7,8,99,143,5.81,0.642,1.0,0.55,3.019,0.868,0.805,0.592,2.83,18,1.488,0.4,0.359,0.463,1.425,16,3.29,1.217,1.164,1.055,3.102,11,1
4,0,9,10,100,165,7.788,0.642,1.0,0.55,3.025,0.868,0.805,0.569,2.834,18,1.488,0.4,0.359,0.472,1.424,16,3.289,1.217,1.164,1.041,3.101,11,1
5,1,5,6,98,152,6.673,0.642,1.0,0.55,2.965,0.868,0.806,0.705,2.778,18,1.456,0.4,0.359,0.424,1.395,16,3.257,1.217,1.165,1.128,3.07,11,1
6,1,7,8,104,188,10.001,0.643,1.0,0.55,2.882,0.865,0.805,0.447,2.696,17,1.4,0.399,0.359,0.54,1.337,12,3.17,1.215,1.164,0.986,2.987,11,1
