Generated by pymatgen.io.lammps.data.LammpsData

16000  atoms

    2  atom types

0.000000 57.106240  xlo xhi
0.000000 57.106240  ylo yhi
0.000000 57.106240  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847000
2  30.973762

Atoms

1      0  1  0.000045  0.025911  2.894258
2      0  1  0.000045  0.025911  5.713022
3      0  1  0.000045  0.025911  8.566256
4      0  1  0.000045  0.025911 11.421407
5      0  1  0.000114  0.025949 14.276458
6      0  1  0.000107  0.025974 17.131727
7      0  1  0.000075  0.025996 19.987058
8      0  1  0.000028  0.026015 22.842425
9      0  1 57.106211  0.026030 25.697818
10     0  1 57.106149  0.026042 28.553228
11     0  1 57.106086  0.026050 31.408649
12     0  1 57.106024  0.026056 34.264076
13     0  1 57.105966  0.026057 37.119503
14     0  1 57.105918  0.026054 39.974923
15     0  1 57.105884  0.026046 42.830321
16     0  1 57.105871  0.026031 45.685667
17     0  1 57.105885  0.026009 48.540805
18     0  1 57.105927  0.025981 51.393976
19     0  1 57.105986  0.025953 54.212647
20     0  1 57.106095  2.920173  0.000450
21     0  1 57.106191  2.874624  2.848965
22     0  1  0.000023  2.880344  5.709747
23     0  1  0.000073  2.881015  8.565775
24     0  1  0.000103  2.881137 11.421121
25     0  1  0.000119  2.881192 14.276400
26     0  1  0.000108  2.881211 17.131703
27     0  1  0.000077  2.881222 19.987046
28     0  1  0.000032  2.881228 22.842419
29     0  1 57.106217  2.881231 25.697816
30     0  1 57.106156  2.881232 28.553229
31     0  1 57.106094  2.881231 31.408653
32     0  1 57.106033  2.881228 34.264083
33     0  1 57.105977  2.881221 37.119514
34     0  1 57.105929  2.881209 39.974942
35     0  1 57.105896  2.881187 42.830361
36     0  1 57.105883  2.881143 45.685770
37     0  1 57.105896  2.881038 48.541220
38     0  1 57.105937  2.880366 51.397316
39     0  1 57.106006  2.874628 54.258149
40     0  1 57.106089  5.738903  0.000468
41     0  1 57.106183  5.735563  2.854746
42     0  1  0.000022  5.734346  5.708561
43     0  1  0.000080  5.735830  8.565131
44     0  1  0.000114  5.736265 11.420853
45     0  1  0.000124  5.736394 14.276283
46     0  1  0.000109  5.736433 17.131651
47     0  1  0.000075  5.736441 19.987020
48     0  1  0.000028  5.736437 22.842406
49     0  1 57.106211  5.736430 25.697810
50     0  1 57.106149  5.736421 28.553228
51     0  1 57.106086  5.736410 31.408657
52     0  1 57.106024  5.736397 34.264094
53     0  1 57.105966  5.736380 37.119540
54     0  1 57.105918  5.736353 39.974993
55     0  1 57.105884  5.736301 42.830468
56     0  1 57.105871  5.736173 45.686017
57     0  1 57.105885  5.735752 48.541856
58     0  1 57.105929  5.734287 51.398527
59     0  1 57.105999  5.735531 54.252407
60     0  1 57.106084  8.592109  0.000479
61     0  1 57.106184  8.591716  2.855432
62     0  1  0.000030  8.591085  5.710069
63     0  1  0.000092  8.590971  8.565045
64     0  1  0.000126  8.591386 11.420658
65     0  1  0.000132  8.591589 14.276166
66     0  1  0.000112  8.591662 17.131590
67     0  1  0.000074  8.591678 19.986990
68     0  1  0.000022  8.591673 22.842392
69     0  1 57.106202  8.591659 25.697803
70     0  1 57.106137  8.591641 28.553226
71     0  1 57.106070  8.591621 31.408661
72     0  1 57.106005  8.591597 34.264109
73     0  1 57.105944  8.591564 37.119573
74     0  1 57.105893  8.591514 39.975060
75     0  1 57.105857  8.591418 42.830593
76     0  1 57.105844  8.591206 45.686224
77     0  1 57.105860  8.590806 48.541958
78     0  1 57.105909  8.590957 51.397037
79     0  1 57.105987  8.591647 54.251743
80     0  1 57.106082 11.447248  0.000484
81     0  1 57.106191 11.447178  2.855547
82     0  1  0.000044 11.446942  5.710530
83     0  1  0.000110 11.446721  8.565512
84     0  1  0.000144 11.446720 11.420720
85     0  1  0.000147 11.446848 14.276132
86     0  1  0.000124 11.446927 17.131560
87     0  1  0.000082 11.446954 19.986975
88     0  1  0.000027 11.446953 22.842387
89     0  1 57.106204 11.446938 25.697804
90     0  1 57.106137 11.446916 28.553229
91     0  1 57.106068 11.446887 31.408668
92     0  1 57.105999 11.446850 34.264123
93     0  1 57.105933 11.446800 37.119601
94     0  1 57.105876 11.446727 39.975108
95     0  1 57.105834 11.446615 42.830649
96     0  1 57.105817 11.446476 45.686185
97     0  1 57.105834 11.446496 48.541513
98     0  1 57.105887 11.446769 51.396593
99     0  1 57.105975 11.447084 54.251638
100    0  1 57.106085 14.302560  0.000481
101    0  1 57.106203 14.302559  2.855599
102    0  1  0.000063 14.302465  5.710694
103    0  1  0.000133 14.302327  8.565785
104    0  1  0.000168 14.302230 11.420940
105    0  1  0.000171 14.302222 14.276222
106    0  1  0.000148 14.302257 17.131597
107    0  1  0.000106 14.302280 19.987000
108    0  1  0.000053 14.302282 22.842409
109    0  1 57.106232 14.302269 25.697822
110    0  1 57.106167 14.302245 28.553244
111    0  1 57.106097 14.302209 31.408678
