,isp,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,dmagx,dmagy,dmagz,dmaxx,dmaxy,dmaxz,vmaxx,vmaxy,vmaxz,dsumx,dsumy,dsumz,adsumx,adsumy,adsumz,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,dmagxfs,dmagyfs,dmagzfs,dmaxxfs,dmaxyfs,dmaxzfs,vmaxxfs,vmaxyfs,vmaxzfs,dsumxfs,dsumyfs,dsumzfs,adsumxfs,adsumyfs,adsumzfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,dmagxfi,dmagyfi,dmagzfi,dmaxxfi,dmaxyfi,dmaxzfi,vmaxxfi,vmaxyfi,vmaxzfi,dsumxfi,dsumyfi,dsumzfi,adsumxfi,adsumyfi,adsumzfi
0,2,0.642,10.000,0.550,3.019,0.868,0.805,0.592,2.829,0.501,0.501,0.501,0.465,-0.465,-0.465,0.465,0.465,0.465,0.343,-0.343,-0.339,1.634,1.634,1.633,1.487,0.400,0.359,0.463,1.425,0.231,0.231,0.231,0.207,-0.207,-0.207,0.207,0.207,0.207,0.268,-0.268,-0.265,0.822,0.822,0.824,3.290,1.217,1.164,1.055,3.102,0.703,0.703,0.702,0.672,-0.672,-0.672,0.672,0.672,0.672,0.611,-0.611,-0.604,1.790,1.790,1.791
