,idav,idsps,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0,0.320,10.000,0.031,0.988,0.515,0.496,0.096,1.731,0.960,1.045,0.111,1,16.667,0
1,0,1,0.320,10.000,0.031,0.988,0.515,0.534,0.104,1.731,0.960,1.042,0.110,1,16.667,1
2,0,2,0.320,10.000,0.031,0.988,0.515,0.496,0.096,1.731,0.960,1.045,0.111,1,16.667,0
3,0,4,0.320,10.000,0.031,0.988,0.515,0.496,0.096,1.731,0.960,1.045,0.111,1,16.667,0
4,0,5,0.320,10.000,0.031,0.988,0.515,0.496,0.096,1.731,0.960,1.045,0.111,1,16.667,0
5,0,7,0.320,10.000,0.031,0.988,0.515,0.534,0.104,1.731,0.960,1.042,0.110,1,16.667,0
6,1,0,0.645,10.000,0.553,0.863,0.804,0.568,0.215,1.213,1.162,1.008,0.335,1,0.000,0
7,1,1,0.645,10.000,0.553,0.863,0.804,0.568,0.215,1.213,1.162,1.008,0.335,1,0.000,0
8,1,2,0.645,10.000,0.552,0.863,0.804,0.568,0.215,1.213,1.162,1.008,0.335,1,0.000,0
