,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.643,5.000,0.552,0.863,0.804,0.535,0.201,1.217,1.164,1.020,0.326,1,25.000,0
1,0,0.643,5.000,0.552,0.863,0.804,0.535,0.201,1.217,1.164,1.020,0.326,1,25.000,0
2,0,0.643,5.000,0.552,0.863,0.804,0.535,0.201,1.217,1.164,1.020,0.326,1,25.000,0
3,0,0.643,5.000,0.552,0.863,0.804,0.535,0.201,1.217,1.164,1.020,0.326,1,25.000,1
