,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.090,5.000,-0.547,0.418,0.378,0.368,0.249,1.217,1.164,1.231,0.376,1,50.967,0
1,0,0.091,5.000,-0.546,0.418,0.379,0.472,0.322,1.217,1.164,1.080,0.331,1,49.033,1
