,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,precursor,isConnect
0,0,0,1,461,78,1.797,0.09,5.0,-0.547,1.54,0.418,0.378,0.368,1.479,15,3.16,0.85,0.786,0.865,2.955,18,3.483,1.217,1.164,1.231,3.276,11,0,1
1,0,3,4,527,86,2.128,0.091,5.0,-0.546,1.538,0.418,0.379,0.472,1.468,13,3.155,0.849,0.785,0.62,2.944,18,3.465,1.217,1.164,1.08,3.259,11,0,1
