,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,precursor,isConnect
0,0,0,1,851,124,7.423,0.643,5.0,0.552,2.858,0.863,0.804,0.535,2.656,18,1.414,0.398,0.36,0.491,1.325,13,3.323,1.217,1.164,1.02,3.131,11,0,1
1,0,1,2,945,135,7.721,0.643,5.0,0.552,2.857,0.863,0.804,0.535,2.656,18,1.414,0.398,0.36,0.491,1.325,13,3.323,1.217,1.164,1.02,3.131,11,0,1
2,0,2,3,635,95,3.833,0.643,5.0,0.552,2.857,0.863,0.804,0.535,2.656,18,1.414,0.398,0.36,0.491,1.325,13,3.323,1.217,1.164,1.02,3.131,11,0,1
3,0,5,6,669,95,3.812,0.643,5.0,0.552,2.858,0.863,0.804,0.535,2.656,18,1.414,0.398,0.36,0.491,1.325,13,3.323,1.217,1.164,1.02,3.131,11,0,1
