,dx,dy,dz
0,-0.022028,-0.063678,-0.022028
1,0.012694,0.055068,-0.055068
2,0.461747,-0.461747,0.461747
3,-0.022028,0.022028,0.063678
4,-0.055068,0.055068,0.012694
5,-0.011112,0.011112,-0.011112
6,0.063678,0.022028,-0.022028
7,-0.055068,-0.012694,-0.055068
8,-0.045553,-0.002467,0.002467
9,-0.002321,0.001772,-0.002321
10,0.002467,-0.002467,-0.045553
11,-0.002321,0.002321,-0.001772
12,0.002467,0.045553,0.002467
13,-0.001772,0.002321,-0.002321
14,-0.008170,-0.001341,0.006401
15,0.048764,0.036729,0.048764
16,-0.008170,-0.006401,0.001340
17,0.048764,-0.048764,-0.036730
18,0.006401,-0.001340,-0.008170
19,-0.009579,0.013015,-0.013015
20,-0.036730,-0.048764,0.048764
21,0.006401,0.008170,0.001340
22,-0.013015,0.013015,-0.009579
23,0.001340,-0.006401,-0.008170
24,-0.013015,0.009579,-0.013015
25,0.001341,0.008170,0.006401
26,-0.010802,-0.011267,-0.010802
27,0.008370,0.010309,-0.010309
28,0.086895,-0.086895,0.086895
29,-0.010802,0.010802,0.011267
30,-0.010309,0.010309,0.008370
31,-0.005190,0.005191,-0.005191
32,0.011267,0.010802,-0.010802
33,-0.010309,-0.008370,-0.010309
34,-0.003914,-0.003734,-0.009514
35,-0.008262,-0.004123,0.004123
36,-0.042642,-0.006657,0.006657
37,-0.003913,0.009514,0.003734
38,-0.002652,-0.003931,-0.002652
39,-0.000274,0.005796,-0.003758
40,-0.009514,-0.003734,-0.003913
41,-0.000274,0.003758,-0.005796
42,0.006657,-0.006657,-0.042642
43,-0.002652,0.002652,0.003931
44,0.006657,0.042642,0.006657
45,-0.009514,0.003913,0.003734
46,-0.003758,0.005796,-0.000274
47,-0.001630,0.004294,-0.001630
48,0.004123,-0.004123,-0.008262
49,-0.001630,0.001630,-0.004294
50,0.003734,0.009514,-0.003913
51,-0.003758,0.000274,-0.005796
52,0.003734,0.003913,-0.009514
53,0.004123,0.008262,0.004123
54,-0.005796,0.003758,-0.000274
55,-0.004294,0.001630,-0.001630
56,0.003931,0.002652,-0.002652
57,-0.005796,0.000274,-0.003758
58,-0.009438,-0.006354,0.006354
59,-0.000301,0.001081,-0.000301
60,0.006354,-0.006354,-0.009438
61,-0.000301,0.000301,-0.001081
62,0.006354,0.009438,0.006354
63,-0.001081,0.000301,-0.000301
64,-0.001651,-0.001413,0.000344
65,-0.001793,-0.001027,0.002524
66,0.011751,0.014201,0.011751
67,-0.001793,-0.002524,0.001027
68,0.012278,0.002277,0.012278
69,-0.001651,-0.000344,0.001413
70,0.012278,-0.012278,-0.002277
71,0.011751,-0.011751,-0.014201
72,0.000344,-0.001413,-0.001651
73,0.000557,0.002700,-0.002700
74,-0.002277,-0.012278,0.012278
75,0.000344,0.001651,0.001413
76,0.002524,-0.001027,-0.001793
77,-0.003719,0.004319,-0.004319
78,-0.014201,-0.011751,0.011751
79,0.002524,0.001793,0.001027
80,-0.002700,0.002700,0.000557
81,-0.004319,0.004319,-0.003719
82,0.001027,-0.002524,-0.001793
83,-0.004319,0.003719,-0.004319
84,0.001413,-0.000344,-0.001651
85,-0.002700,-0.000557,-0.002700
86,0.001413,0.001651,0.000344
87,0.001027,0.001793,0.002524
88,-0.001805,-0.000888,-0.000949
89,-0.000878,-0.001668,-0.003664
90,-0.001805,0.000949,0.000888
91,-0.000878,0.003664,0.001668
92,-0.000625,0.000032,0.000795
93,-0.003664,-0.001668,-0.000878
94,-0.000625,-0.000795,-0.000032
95,-0.003664,0.000878,0.001668
96,0.000795,0.000032,-0.000625
97,-0.000905,0.002459,-0.001809
98,-0.000949,-0.000888,-0.001805
99,-0.000906,0.001809,-0.002459
100,0.001668,0.003664,-0.000878
101,0.000794,0.000625,-0.000032
102,0.001668,0.000878,-0.003664
103,-0.000949,0.001805,0.000888
104,-0.001809,0.002459,-0.000906
105,0.000888,0.000949,-0.001805
106,-0.001809,0.000906,-0.002459
107,0.000888,0.001805,-0.000949
108,-0.002459,0.001809,-0.000906
109,-0.000032,-0.000795,-0.000625
110,-0.002459,0.000905,-0.001809
111,-0.000032,0.000625,0.000795
112,-0.001281,-0.001309,-0.004055
113,-0.001392,-0.001655,0.001655
114,0.005761,0.000772,-0.000772
115,-0.001281,0.004055,0.001309
116,-0.001413,-0.001526,-0.001413
117,0.001586,0.001575,-0.001036
118,-0.004055,-0.001309,-0.001281
119,0.001586,0.001036,-0.001575
120,-0.000772,0.000772,0.005761
121,-0.001413,0.001413,0.001526
122,-0.000772,-0.005761,-0.000772
123,-0.004055,0.001281,0.001309
124,-0.001036,0.001575,0.001586
125,-0.000926,0.001869,-0.000926
126,0.001656,-0.001655,-0.001392
127,-0.000926,0.000926,-0.001869
128,0.001309,0.004055,-0.001281
129,-0.001036,-0.001586,-0.001575
130,0.001309,0.001281,-0.004055
131,0.001655,0.001392,0.001655
132,-0.001575,0.001036,0.001586
133,-0.001869,0.000926,-0.000926
134,0.001526,0.001413,-0.001413
135,-0.001575,-0.001586,-0.001036
136,-0.003436,-0.002602,-0.003436
137,0.003497,0.002520,-0.002520
138,0.018803,-0.018803,0.018803
139,-0.003436,0.003436,0.002602
140,-0.002520,0.002520,0.003497
141,-0.002002,0.002002,-0.002002
142,0.002602,0.003436,-0.003436
143,-0.002520,-0.003497,-0.002520
144,-0.000915,-0.000961,-0.001571
145,-0.002952,-0.002446,0.002446
146,-0.001829,0.000420,-0.000420
147,-0.000915,0.001571,0.000961
148,-0.000100,0.000091,-0.000100
149,0.000212,0.000532,-0.000232
150,-0.001571,-0.000961,-0.000915
151,0.000212,0.000232,-0.000532
152,-0.000420,0.000420,-0.001829
153,-0.000100,0.000100,-0.000091
154,-0.000420,0.001829,-0.000420
155,-0.001571,0.000915,0.000961
156,-0.000232,0.000532,0.000212
157,-0.000109,0.000905,-0.000109
158,0.002446,-0.002446,-0.002952
159,-0.000109,0.000109,-0.000905
160,0.000961,0.001571,-0.000915
161,-0.000232,-0.000212,-0.000532
162,0.000961,0.000915,-0.001571
163,0.002446,0.002952,0.002446
164,-0.000532,0.000232,0.000212
165,-0.000905,0.000109,-0.000109
166,-0.000091,0.000100,-0.000100
