,dx,dy,dz
0,-0.022028,-0.022028,-0.063678
1,0.461747,0.461747,-0.461747
2,0.012694,-0.055068,0.055068
3,-0.022028,0.063678,0.022028
4,-0.055068,0.012694,0.055068
5,0.063678,-0.022028,0.022028
6,-0.011112,-0.011112,0.011112
7,-0.055068,-0.055068,-0.012694
8,-0.045553,0.002467,-0.002467
9,0.002467,-0.045553,-0.002467
10,-0.002321,-0.002321,0.001772
11,0.002467,0.002467,0.045553
12,-0.002321,-0.001772,0.002321
13,-0.001772,-0.002321,0.002321
14,0.048764,0.048764,0.036730
15,-0.008170,0.006401,-0.001340
16,0.048764,-0.036729,-0.048764
17,-0.008170,0.001341,-0.006401
18,0.006401,-0.008170,-0.001340
19,-0.036730,0.048764,-0.048764
20,-0.009579,-0.013015,0.013015
21,0.006401,0.001340,0.008170
22,0.001341,-0.008170,-0.006401
23,-0.013015,-0.009579,0.013015
24,0.001340,0.006401,0.008170
25,-0.013015,-0.013015,0.009579
26,-0.010802,-0.010802,-0.011267
27,0.086895,0.086895,-0.086895
28,0.008370,-0.010309,0.010309
29,-0.010802,0.011267,0.010802
30,-0.010309,0.008370,0.010309
31,0.011267,-0.010802,0.010802
32,-0.005190,-0.005191,0.005191
33,-0.010309,-0.010309,-0.008370
34,-0.003913,-0.009514,-0.003734
35,-0.042642,0.006657,-0.006657
36,-0.008262,0.004123,-0.004123
37,-0.003914,0.003734,0.009514
38,-0.009514,-0.003913,-0.003734
39,0.006657,-0.042642,-0.006657
40,-0.002652,-0.002652,-0.003931
41,0.006657,0.006657,0.042642
42,-0.000274,-0.003758,0.005796
43,-0.009514,0.003734,0.003913
44,-0.000274,-0.005796,0.003758
45,-0.002652,0.003931,0.002652
46,0.004123,-0.008262,-0.004123
47,0.003734,-0.003913,0.009514
48,-0.003758,-0.000274,0.005796
49,0.003734,-0.009514,0.003913
50,-0.001630,-0.001630,0.004294
51,0.004123,0.004123,0.008262
52,-0.001630,-0.004294,0.001630
53,-0.003758,-0.005796,0.000274
54,-0.005796,-0.000274,0.003758
55,0.003931,-0.002652,0.002652
56,-0.004294,-0.001630,0.001630
57,-0.005796,-0.003758,0.000274
58,-0.009438,0.006354,-0.006354
59,0.006354,-0.009438,-0.006354
60,-0.000301,-0.000301,0.001081
61,0.006354,0.006354,0.009438
62,-0.000301,-0.001081,0.000301
63,-0.001081,-0.000301,0.000301
64,0.011751,0.011751,0.014201
65,0.012278,0.012278,0.002277
66,-0.001651,0.000344,-0.001413
67,0.012278,-0.002277,-0.012278
68,-0.001793,0.002524,-0.001027
69,0.011751,-0.014201,-0.011751
70,-0.001793,0.001027,-0.002524
71,-0.001651,0.001413,-0.000344
72,0.000344,-0.001651,-0.001413
73,-0.002277,0.012278,-0.012278
74,0.000557,-0.002700,0.002700
75,0.000344,0.001413,0.001651
76,0.002524,-0.001793,-0.001027
77,-0.014201,0.011751,-0.011751
78,-0.003719,-0.004319,0.004319
79,0.002524,0.001027,0.001793
80,0.001027,-0.001793,-0.002524
81,0.001413,-0.001651,-0.000344
82,-0.002700,0.000557,0.002700
83,0.001413,0.000344,0.001651
84,-0.004319,-0.003719,0.004319
85,0.001027,0.002524,0.001793
86,-0.004319,-0.004319,0.003719
87,-0.002700,-0.002700,-0.000557
88,-0.000878,-0.003664,-0.001668
89,-0.001805,-0.000949,-0.000888
90,-0.000878,0.001668,0.003664
91,-0.001805,0.000888,0.000949
92,-0.003664,-0.000878,-0.001668
93,-0.000625,0.000795,0.000032
94,-0.003664,0.001668,0.000878
95,-0.000625,-0.000032,-0.000795
96,-0.000949,-0.001805,-0.000888
97,0.001668,-0.000878,0.003664
98,0.000794,-0.000625,0.000032
99,0.001668,-0.003664,0.000878
100,-0.000906,-0.001809,0.002459
101,-0.000949,0.000888,0.001805
102,-0.000905,-0.002459,0.001809
103,0.000795,-0.000032,0.000625
104,0.000888,-0.001805,0.000949
105,-0.001809,-0.000906,0.002459
106,0.000888,-0.000949,0.001805
107,-0.001809,-0.002459,0.000906
108,-0.000032,-0.000625,-0.000795
109,-0.002459,-0.000905,0.001809
110,-0.000032,0.000795,0.000625
111,-0.002459,-0.001809,0.000906
112,-0.001281,-0.004055,-0.001309
113,0.005761,-0.000772,0.000772
114,-0.001392,0.001655,-0.001655
115,-0.001281,0.001309,0.004055
116,-0.004055,-0.001281,-0.001309
117,-0.000772,0.005761,0.000772
118,-0.001413,-0.001413,-0.001526
119,-0.000772,-0.000772,-0.005761
120,0.001586,-0.001036,0.001575
121,-0.004055,0.001309,0.001281
122,0.001586,-0.001575,0.001036
123,-0.001413,0.001526,0.001413
124,0.001655,-0.001392,-0.001655
125,0.001309,-0.001281,0.004055
126,-0.001036,0.001586,0.001575
127,0.001309,-0.004055,0.001281
128,-0.000926,-0.000926,0.001869
129,0.001656,0.001655,0.001392
130,-0.000926,-0.001869,0.000926
131,-0.001036,-0.001575,-0.001586
132,-0.001575,0.001586,0.001036
133,0.001526,-0.001413,0.001413
134,-0.001869,-0.000926,0.000926
135,-0.001575,-0.001036,-0.001586
136,-0.003436,-0.003436,-0.002602
137,0.018803,0.018803,-0.018803
138,0.003497,-0.002520,0.002520
139,-0.003436,0.002602,0.003436
140,-0.002520,0.003497,0.002520
141,0.002602,-0.003436,0.003436
142,-0.002002,-0.002002,0.002002
143,-0.002520,-0.002520,-0.003497
144,-0.000915,-0.001571,-0.000961
145,-0.001829,-0.000420,0.000420
146,-0.002952,0.002446,-0.002446
