Generated by pymatgen.io.lammps.data.LammpsData

164  atoms

  1  atom types

0.000000 14.276500  xlo xhi
0.000000 28.553000  ylo yhi
0.000000 87.106000  zlo zhi
0.000000 0.000000 0.000000  xy xz yz

Masses

1  55.847

Atoms

91    1  1 14.279506 11.419642 43.552100
92    1  1 14.279683 11.420723 46.408463
111   1  1 14.282383 14.279414 43.550095
112   1  1 14.279504 14.277409 46.409543
270   1  1  2.864341  8.575993 40.707181
271   1  1  2.858173  8.567684 43.550919
272   1  1  2.857584  8.567991 46.407308
273   1  1  2.858948  8.569204 49.259637
290   1  1  2.862030 11.422098 40.704243
291   1  1  2.862180 11.419181 43.555085
292   1  1  2.852153 11.416860 46.412328
293   1  1  2.857584 11.421873 49.260866
310   1  1  2.863698 14.272282 40.705859
311   1  1  2.860960 14.276820 43.552691
312   1  1  2.862169 14.274432 46.410006
313   1  1  2.858172 14.278599 49.261173
330   1  1  2.864041 17.123429 40.706431
331   1  1  2.863689 17.123990 43.557229
332   1  1  2.862019 17.125607 46.407085
333   1  1  2.864335 17.122683 49.252847
451   1  1  5.708044  5.707647 43.550588
452   1  1  5.709523  5.709684 46.409568
470   1  1  5.708651  8.567866 40.700809
471   1  1  5.705222  8.557820 43.547455
472   1  1  5.705513  8.562135 46.419070
473   1  1  5.725336  8.581472 49.247365
489   1  1  5.710770 11.421382 37.843583
490   1  1  5.713136 11.419386 40.703998
491   1  1  5.807755 11.475242 43.649783
492   1  1  5.688034 11.440159 46.389033
493   1  1  5.705518 11.410111 49.266706
494   1  1  5.709525 11.419603 52.118829
509   1  1  5.710650 14.276399 37.843954
510   1  1  5.711008 14.276369 40.702456
511   1  1  5.763351 14.224233 43.605312
512   1  1  5.807683 14.179830 46.353945
513   1  1  5.705197 14.282086 49.271059
514   1  1  5.708045 14.278937 52.120866
530   1  1  5.714991 17.123741 40.706121
531   1  1  5.711001 17.127397 43.553143
532   1  1  5.713128 17.125858 46.409801
533   1  1  5.708648 17.129055 49.260975
551   1  1  5.710652 19.986229 43.553131
552   1  1  5.710772 19.986599 46.407787
651   1  1  8.567751  5.709713 43.552060
652   1  1  8.566601  5.708791 46.408396
670   1  1  8.565393  8.568105 40.700507
671   1  1  8.577279  8.562285 43.547823
672   1  1  8.561145  8.523203 46.402873
673   1  1  8.567975  8.582056 49.246776
689   1  1  8.566323 11.421095 37.843213
690   1  1  8.570444 11.417077 40.694410
691   1  1  8.547302 11.440231 43.530154
692   1  1  8.060618 11.926825 45.902464
693   1  1  8.561127 11.426327 49.305507
694   1  1  8.566602 11.420777 52.119714
709   1  1  8.566011 14.276266 37.843650
710   1  1  8.568059 14.274198 40.704159
711   1  1  8.512244 14.179755 43.649786
712   1  1  8.547259 14.299339 46.388917
713   1  1  8.577277 14.281695 49.266562
714   1  1  8.567753 14.277464 52.118799
730   1  1  8.565216 17.125236 40.704625
731   1  1  8.568063 17.125687 43.555317
732   1  1  8.570447 17.135441 46.412108
733   1  1  8.565397 17.129354 49.260733
751   1  1  8.566009 19.986533 43.553265
752   1  1  8.566321 19.986969 46.408074
870   1  1 11.418701  8.569413 40.702410
871   1  1 11.406290  8.581785 43.567838
872   1  1 11.405721  8.582231 46.409585
873   1  1 11.396295  8.591623 49.237216
890   1  1 11.419865 11.422222 40.700832
891   1  1 11.425731 11.410393 43.547873
892   1  1 11.464761 11.426577 46.402609
893   1  1 11.405711 11.419596 49.246609
910   1  1 11.420004 14.278411 40.701203
911   1  1 11.430128 14.282003 43.547507
912   1  1 11.425738 14.281645 46.418789
913   1  1 11.406288 14.261683 49.247067
930   1  1 11.411746 17.122288 40.707574
931   1  1 11.420008 17.128642 43.551104
932   1  1 11.419866 17.129010 46.406961
933   1  1 11.418697 17.127443 49.259421
1070  1  1  1.431349  9.995640 42.127070
1071  1  1  1.429632  9.993297 44.979610
1072  1  1  1.426972  9.992841 47.836178
1090  1  1  1.432448 12.847656 42.127584
1091  1  1  1.428456 12.849054 44.980293
1092  1  1  1.429630 12.849738 47.835729
1110  1  1  1.432377 15.703367 42.126310
1111  1  1  1.432444 15.702089 44.981691
1112  1  1  1.431345 15.702610 47.833380
1250  1  1  4.282161  7.138276 42.124904
1251  1  1  4.282865  7.137522 44.981504
1252  1  1  4.282414  7.138414 47.838532
1269  1  1  4.284882  9.996100 39.273524
1270  1  1  4.309561 10.017725 42.151688
1271  1  1  4.288624  9.991846 44.974093
1272  1  1  4.287642  9.998505 47.830509
1273  1  1  4.282417  9.990473 50.690265
1289  1  1  4.285694 12.847909 39.273988
1290  1  1  4.303190 12.839162 42.145050
1291  1  1  4.246348 12.846552 44.982804
1292  1  1  4.288616 12.855261 47.837179
1293  1  1  4.282861 12.847841 50.691173
1309  1  1  4.284795 15.702219 39.273797
1310  1  1  4.304548 15.683302 42.146383
1311  1  1  4.303164 15.684655 44.990182
1312  1  1  4.309543 15.678014 47.811294
1313  1  1  4.282150 15.704800 50.690414
