Generated by pymatgen.io.lammps.data.LammpsData

1999  atoms

   1  atom types

0.000000 14.276500  xlo xhi
0.000000 28.553000  ylo yhi
0.000000 87.106000  zlo zhi
0.000000 0.000000 0.012143  xy xz yz

Masses

1  55.847

Atoms

1    -2  1 14.276500 28.555068 14.985007
2    -2  1 14.276500 28.555465 17.855186
3    -2  1 14.276500 28.555857 20.712499
4    -2  1 14.276500 28.556250 23.567966
5    -2  1  0.000091 28.556428 26.423450
6    -2  1  0.000262 28.556459 29.278926
7    -2  1  0.000414 28.556685 32.134258
8     0  1  0.000517 28.557150 34.989315
9     0  1  0.000473 28.557692 37.844057
10    0  1  0.000224 28.558318 40.698759
11    0  1 14.276490 28.559040 43.553412
12    0  1 14.276247  0.006878 46.408029
13    0  1 14.276057  0.007780 49.262535
14    0  1 14.276051  0.008630 52.116950
15   -2  1 14.276186  0.009296 54.971328
16   -2  1 14.276299  0.009260 57.826417
17   -2  1 14.276429  0.008853 60.682022
18   -2  1 14.276500 28.561837 63.537549
19   -2  1 14.276500 28.562218 66.392636
20   -2  1 14.276500 28.562603 69.234530
21   -2  1 14.276500  2.857333 14.985006
22   -2  1 14.276500  2.857727 17.855172
23   -2  1 14.276500  2.858110 20.712469
24   -2  1 14.276500  2.858495 23.567903
25   -2  1  0.000092  2.858728 26.423323
26   -2  1  0.000270  2.858900 29.278663
27   -2  1  0.000440  2.859306 32.133911
28    0  1  0.000582  2.860059 34.989183
29    0  1  0.000623  2.861050 37.844431
30    0  1 14.276113  2.861893 40.699315
31    0  1 14.275710  2.862541 43.553577
32    0  1 14.275307  2.863492 46.407842
33    0  1 14.275030  2.864560 49.261860
34    0  1 14.275282  2.865398 52.115868
35   -2  1 14.275982  2.865762 54.970066
36   -2  1 14.276180  2.864669 57.826265
37   -2  1 14.276393  2.864090 60.682193
38   -2  1  0.000000  2.864106 63.537681
39   -2  1 14.276500  2.864460 66.392724
40   -2  1 14.276500  2.864826 69.234588
41   -2  1 14.276500  5.712619 14.985003
42   -2  1 14.276500  5.713013 17.855150
43   -2  1 14.276500  5.713394 20.712419
44   -2  1 14.276500  5.713781 23.567806
45   -2  1  0.000106  5.714079 26.423152
46   -2  1  0.000323  5.714358 29.278409
47   -2  1  0.000595  5.714815 32.133620
48    0  1  0.001057  5.715659 34.989068
49    0  1  0.001574  5.717829 37.845669
50    0  1 14.273819  5.720578 40.701941
51    0  1 14.273596  5.720352 43.553678
52    0  1 14.272585  5.721327 46.407065
53    0  1 14.271964  5.722305 49.260156
54    0  1 14.272411  5.723153 52.112637
55   -2  1 14.275231  5.720239 54.970144
56   -2  1 14.275970  5.719414 57.826655
57   -2  1 14.276346  5.719220 60.682486
58   -2  1 14.276500  5.719399 63.537873
59   -2  1 14.276500  5.719745 66.392860
60   -2  1  0.000000  5.720100 69.234682
61   -2  1 14.276500  8.567932 14.984999
62   -2  1 14.276500  8.568328 17.855126
63   -2  1 14.276500  8.568714 20.712368
64   -2  1 14.276500  8.569107 23.567715
65   -2  1  0.000123  8.569450 26.423010
66   -2  1  0.000382  8.569787 29.278247
67   -2  1  0.000726  8.570232 32.133492
68    0  1  0.001326  8.570876 34.989015
69    0  1  0.002210  8.571770 37.845308
70    0  1  0.001030  8.571968 40.700305
71    0  1 14.274430  8.573474 43.553931
72    0  1 14.272979  8.574585 46.406259
73    0  1 14.272259  8.574015 49.261675
74    0  1 14.271884  8.575913 52.113105
75   -2  1 14.274891  8.574565 54.970585
76   -2  1 14.275862  8.574236 57.827072
77   -2  1 14.276323  8.574387 60.682739
78   -2  1 14.276500  8.574714 63.538042
79   -2  1 14.276500  8.575071 66.392989
80   -2  1 14.276500  8.575432 69.234776
81   -2  1 14.276500 11.423267 14.984996
82   -2  1 14.276500 11.423666 17.855110
83   -2  1 14.276500 11.424059 20.712337
84   -2  1 14.276500 11.424457 23.567662
85   -2  1  0.000139 11.424816 26.422934
86   -2  1  0.000435 11.425156 29.278198
87   -2  1  0.000834 11.425540 32.133541
88    0  1  0.001531 11.425996 34.989257
89    0  1  0.002646 11.426436 37.845773
90    0  1  0.001898 11.426112 40.700208
91    0  1  0.000857 11.425515 43.552402
92    0  1  0.001731 11.427109 46.408496
93    0  1 14.272889 11.429735 49.260705
94    0  1 14.272409 11.429325 52.113646
95   -2  1 14.275062 11.428956 54.971161
96   -2  1 14.275916 11.429197 57.827411
97   -2  1 14.276338 11.429614 60.682893
98   -2  1 14.276500 11.430042 63.538137
99   -2  1 14.276500 11.430425 66.393066
100  -2  1  0.000000 11.430807 69.234835
101  -2  1 14.276500 14.278611 14.984996
102  -2  1 14.276500 14.279012 17.855110
103  -2  1 14.276500 14.279415 20.712337
104  -2  1 14.276500 14.279815 23.567662
105  -2  1  0.000149 14.280162 26.422940
106  -2  1  0.000466 14.280447 29.278267
107  -2  1  0.000894 14.280698 32.133749
108   0  1  0.001630 14.280876 34.989702
