,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.307,1.000,0.003,0.983,0.506,0.508,0.079,1.765,0.969,1.257,0.101,1,31.223,1
1,0,0.307,1.000,0.004,0.983,0.506,0.593,0.092,1.765,0.969,1.323,0.106,1,31.223,0
2,0,0.307,1.000,0.002,0.985,0.507,0.745,0.112,1.766,0.969,1.287,0.102,1,31.223,0
3,0,0.417,1.000,0.409,1.130,0.540,0.434,0.050,1.238,0.569,0.333,0.032,1,6.331,0
