,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect
0,0,2,3,1093,166,2.239,0.306,1.0,0.004,7.537,0.985,0.506,0.59,6.758,65,8.297,0.974,0.498,0.935,7.442,66,14.369,1.767,0.969,1.392,12.952,59,1
1,0,5,6,1005,154,2.079,0.307,1.0,0.003,7.593,0.985,0.506,0.632,6.809,65,8.303,0.974,0.498,0.826,7.448,66,14.476,1.767,0.969,1.332,13.053,59,1
2,0,6,7,2093,288,14.253,0.307,1.0,0.003,7.587,0.985,0.506,0.64,6.804,65,8.319,0.974,0.498,0.772,7.46,66,14.5,1.767,0.969,1.284,13.072,59,1
3,0,8,9,821,128,1.289,0.306,1.0,0.002,7.445,0.984,0.506,0.521,6.672,64,8.225,0.973,0.498,0.79,7.369,66,14.231,1.766,0.969,1.241,12.821,59,1
4,0,9,10,1429,214,7.769,0.306,1.0,0.002,7.431,0.984,0.506,0.533,6.661,64,8.197,0.973,0.498,0.725,7.342,66,14.189,1.766,0.969,1.192,12.781,59,1
