,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.307,1.000,0.002,0.984,0.507,0.609,0.093,1.766,0.969,1.449,0.115,1,16.084,0
1,0,0.307,1.000,0.002,0.985,0.506,0.656,0.098,1.766,0.969,1.410,0.111,1,16.084,0
2,0,0.307,1.000,0.003,0.984,0.506,0.562,0.086,1.766,0.969,1.302,0.104,1,16.084,0
3,0,0.307,1.000,0.004,0.984,0.506,0.588,0.090,1.766,0.969,1.309,0.104,1,16.084,0
4,0,0.306,1.000,0.001,0.985,0.506,0.738,0.111,1.766,0.969,1.274,0.100,1,16.319,1
5,0,0.417,1.000,0.409,1.126,0.535,0.449,0.051,1.238,0.569,0.454,0.043,1,3.262,0
