,isp,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,dmagx,dmagy,dmagz,dmaxx,dmaxy,dmaxz,vmaxx,vmaxy,vmaxz,dsumx,dsumy,dsumz,adsumx,adsumy,adsumz,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,dmagxfs,dmagyfs,dmagzfs,dmaxxfs,dmaxyfs,dmaxzfs,vmaxxfs,vmaxyfs,vmaxzfs,dsumxfs,dsumyfs,dsumzfs,adsumxfs,adsumyfs,adsumzfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,dmagxfi,dmagyfi,dmagzfi,dmaxxfi,dmaxyfi,dmaxzfi,vmaxxfi,vmaxyfi,vmaxzfi,dsumxfi,dsumyfi,dsumzfi,adsumxfi,adsumyfi,adsumzfi
0,4,0.306,1.000,0.001,7.436,0.985,0.506,0.738,6.666,0.554,0.615,0.536,-0.029,0.438,0.253,0.435,0.438,0.259,0.359,0.623,0.167,3.684,4.000,3.855,8.027,0.972,0.497,0.623,7.193,0.547,0.528,0.606,-0.029,0.246,0.431,0.429,0.257,0.431,0.418,0.202,0.416,3.923,4.126,4.396,14.090,1.766,0.969,1.274,12.694,0.973,1.042,1.042,-0.057,0.684,0.684,0.586,0.684,0.684,0.777,0.824,0.582,6.945,7.470,7.557
