,idav,barrier,prefactor,ebias,dmag,dmax,dsum,dsumr,dmagfi,dmaxfi,dsumfi,dsumrfi,isConnect,probability,isSel
0,0,0.307,1.000,0.001,0.985,0.506,0.577,0.087,1.766,0.969,1.185,0.093,1,18.889,0
1,0,0.416,1.000,0.409,1.129,0.539,0.424,0.048,1.238,0.569,0.407,0.039,1,3.886,0
2,0,0.306,1.000,0.001,0.984,0.506,0.556,0.084,1.766,0.969,1.292,0.102,1,19.165,0
3,0,0.306,1.000,0.002,0.984,0.506,0.519,0.079,1.766,0.969,1.280,0.101,1,19.165,0
4,0,0.306,1.000,0.002,0.985,0.507,0.643,0.098,1.766,0.969,1.331,0.106,1,19.165,1
