,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect,reason
0,0,7,8,1647,251,4.864,0.417,1.0,0.002,11.159,1.317,0.636,0.265,10.065,68,10.195,1.124,0.537,0.1,9.327,77,13.596,1.994,1.05,0.206,12.188,38,0,Conn
1,0,3,4,1187,175,2.596,0.308,1.0,0.003,12.858,1.736,0.886,0.493,11.627,56,7.869,0.976,0.5,0.602,7.042,64,13.565,1.994,1.05,0.271,12.162,38,0,Conn
2,0,0,1,1421,233,3.082,0.679,1.0,0.003,12.792,1.561,0.907,1.11,11.183,54,10.083,1.307,0.74,0.913,8.981,60,14.476,1.767,0.969,1.332,13.053,59,0,Conn
