,idav,idsps,type,iters,ntrans,emax,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,nad,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,nadfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,nadfi,isConnect,reason
0,0,8,9,1297,229,20.116,0.644,1.0,0.55,2.82,0.859,0.8,0.568,2.629,18,1.396,0.403,0.364,0.478,1.317,11,3.298,1.217,1.164,1.046,3.11,11,1,DupAV
1,0,9,10,1190,208,14.363,0.644,1.0,0.55,2.82,0.859,0.8,0.568,2.629,18,1.397,0.403,0.364,0.478,1.318,11,3.298,1.217,1.164,1.046,3.11,11,1,DupAV
