,isp,barrier,prefactor,ebias,dtot,dmag,dmax,dsum,adsum,dmagx,dmagy,dmagz,dmaxx,dmaxy,dmaxz,vmaxx,vmaxy,vmaxz,dsumx,dsumy,dsumz,adsumx,adsumy,adsumz,dtotfs,dmagfs,dmaxfs,dsumfs,adsumfs,dmagxfs,dmagyfs,dmagzfs,dmaxxfs,dmaxyfs,dmaxzfs,vmaxxfs,vmaxyfs,vmaxzfs,dsumxfs,dsumyfs,dsumzfs,adsumxfs,adsumyfs,adsumzfs,dtotfi,dmagfi,dmaxfi,dsumfi,adsumfi,dmagxfi,dmagyfi,dmagzfi,dmaxxfi,dmaxyfi,dmaxzfi,vmaxxfi,vmaxyfi,vmaxzfi,dsumxfi,dsumyfi,dsumzfi,adsumxfi,adsumyfi,adsumzfi
0,14,0.430,10.000,0.339,3.685,0.782,0.719,0.439,3.427,0.469,0.415,0.469,-0.432,-0.378,-0.432,0.432,0.378,0.432,-0.190,-0.104,-0.382,2.015,1.922,1.998,2.089,0.446,0.399,0.622,1.976,0.259,0.252,0.260,-0.231,-0.229,-0.232,0.231,0.229,0.232,-0.377,-0.401,-0.291,1.172,1.096,1.154,3.888,1.170,1.117,1.015,3.675,0.692,0.639,0.693,-0.663,-0.607,-0.663,0.663,0.607,0.663,-0.567,-0.505,-0.673,2.112,2.126,2.126
