,dx,dy,dz
72,-0.002524,-0.001027,-0.001793
73,0.003719,0.004319,-0.004319
74,0.014201,-0.011751,0.011751
75,-0.002524,0.001793,0.001027
76,-0.000344,-0.001413,-0.001651
77,-0.000557,0.002700,-0.002700
78,0.002277,-0.012278,0.012278
79,-0.000344,0.001651,0.001413
80,0.001651,-0.001413,0.000344
81,0.001793,-0.001027,0.002524
82,-0.011751,0.014201,0.011751
83,0.001793,-0.002524,0.001027
84,-0.012278,0.002277,0.012278
85,0.001651,-0.000344,0.001413
86,-0.012278,-0.012278,-0.002277
87,-0.011751,-0.011751,-0.014201
88,0.002459,0.001809,-0.000906
89,0.000032,-0.000795,-0.000625
90,0.002459,0.000905,-0.001809
91,0.000032,0.000625,0.000795
92,0.001809,0.002459,-0.000906
93,-0.000888,0.000949,-0.001805
94,0.001809,0.000906,-0.002459
95,-0.000888,0.001805,-0.000949
96,-0.000795,0.000032,-0.000625
97,0.000905,0.002459,-0.001809
98,0.000949,-0.000888,-0.001805
99,0.000906,0.001809,-0.002459
100,-0.001668,0.003664,-0.000878
101,-0.000794,0.000625,-0.000032
102,-0.001668,0.000878,-0.003664
103,0.000949,0.001805,0.000888
104,0.000625,0.000032,0.000795
105,0.003664,-0.001668,-0.000878
106,0.000625,-0.000795,-0.000032
107,0.003664,0.000878,0.001668
108,0.001805,-0.000888,-0.000949
109,0.000878,-0.001668,-0.003664
110,0.001805,0.000949,0.000888
111,0.000878,0.003664,0.001668
112,0.001575,0.001036,0.001586
113,0.001869,0.000926,-0.000926
114,-0.001526,0.001413,-0.001413
115,0.001575,-0.001586,-0.001036
116,0.001036,0.001575,0.001586
117,0.000926,0.001869,-0.000926
118,-0.001656,-0.001655,-0.001392
119,0.000926,0.000926,-0.001869
120,-0.001309,0.004055,-0.001281
121,0.001036,-0.001586,-0.001575
122,-0.001309,0.001281,-0.004055
123,-0.001655,0.001392,0.001655
124,0.001413,-0.001526,-0.001413
125,-0.001586,0.001575,-0.001036
126,0.004055,-0.001309,-0.001281
127,-0.001586,0.001036,-0.001575
128,0.000772,0.000772,0.005761
129,0.001413,0.001413,0.001526
130,0.000772,-0.005761,-0.000772
131,0.004055,0.001281,0.001309
132,0.001281,-0.001309,-0.004055
133,0.001392,-0.001655,0.001655
134,-0.005761,0.000772,-0.000772
135,0.001281,0.004055,0.001309
136,0.002520,0.002520,0.003497
137,0.002002,0.002002,-0.002002
138,-0.002602,0.003436,-0.003436
139,0.002520,-0.003497,-0.002520
140,0.003436,-0.002602,-0.003436
141,-0.003497,0.002520,-0.002520
142,-0.018803,-0.018803,0.018803
143,0.003436,0.003436,0.002602
144,0.000532,0.000232,0.000212
145,0.000905,0.000109,-0.000109
146,0.000091,0.000100,-0.000100
147,0.000532,-0.000212,-0.000232
148,0.000232,0.000532,0.000212
149,0.000109,0.000905,-0.000109
150,-0.002446,-0.002446,-0.002952
151,0.000109,0.000109,-0.000905
152,-0.000961,0.001571,-0.000915
153,0.000232,-0.000212,-0.000532
154,-0.000961,0.000915,-0.001571
155,-0.002446,0.002952,0.002446
156,0.000100,0.000091,-0.000100
157,-0.000212,0.000532,-0.000232
158,0.001571,-0.000961,-0.000915
159,-0.000212,0.000232,-0.000532
160,0.000420,0.000420,-0.001829
161,0.000100,0.000100,-0.000091
162,0.000420,0.001829,-0.000420
163,0.001571,0.000915,0.000961
164,0.000915,-0.000961,-0.001571
165,0.002952,-0.002446,0.002446
166,0.001829,0.000420,-0.000420
167,0.000915,0.001571,0.000961
